as_of_date,ticker,contract_type,strike_price,expiration_date,VIX_close,close,imp_vol,delta,gamma,theta,vega,open,high,low,volume
2024-06-03,O:VIX240618C00034000,call,34.0,2024-06-18,13.109999656677246,,5.0,0.3329549756695638,0.027349965920760756,-58.85941211074177,0.009658964037384888,,,,
2024-06-03,O:VIX240618C00035000,call,35.0,2024-06-18,13.109999656677246,0.05,2.2260076293945317,0.02577926979200218,0.010136445261282713,-4.327845576221875,0.0015937349005381125,0.05,0.05,0.04,16176.0
2024-06-03,O:VIX240618C00036000,call,36.0,2024-06-18,13.109999656677246,0.03,2.1271326538085935,0.01687134749689495,0.00740935167177638,-2.8886569839326315,0.0011132136888011227,0.04,0.04,0.03,1305.0
2024-06-03,O:VIX240618C00037000,call,37.0,2024-06-18,13.109999656677246,,5.0,0.3032099677351384,0.026290733361501818,-56.576360952211715,0.009284883527495,,,,
2024-06-03,O:VIX240618C00038000,call,38.0,2024-06-18,13.109999656677246,0.03,2.219446481323242,0.016312465764822925,0.006899370886942334,-2.9279688038991556,0.0010815781974349977,0.03,0.03,0.03,152.0
2024-06-03,O:VIX240618C00039000,call,39.0,2024-06-18,13.109999656677246,,5.0,0.28531376892875904,0.025562088056391066,-55.0063454755234,0.00902755381752517,,,,
2024-06-03,O:VIX240618C00040000,call,40.0,2024-06-18,13.109999656677246,0.03,2.3062672546386715,0.015830084702584513,0.006471012239978693,-2.9648880835247793,0.0010541092133792105,0.04,0.04,0.02,2484.0
2024-06-03,O:VIX240618C00042500,call,42.5,2024-06-18,13.109999656677246,0.04,2.495930209350586,0.019309272776090403,0.007084569338601562,-3.8012713920434296,0.0012489632162724577,0.03,0.04,0.03,2.0
2024-06-03,O:VIX240618C00045000,call,45.0,2024-06-18,13.109999656677246,0.03,2.5026439422607423,0.014853165602028151,0.005645811380076547,-3.0453732224550834,0.0009979968851274092,0.05,0.05,0.03,2.0
2024-06-03,O:VIX240618C00047500,call,47.5,2024-06-18,13.109999656677246,,5.0,0.2231347825747385,0.02246306925081517,-48.33162817049435,0.007933098662408676,,,,
2024-06-03,O:VIX240618C00050000,call,50.0,2024-06-18,13.109999656677246,0.03,2.6750648101806638,0.014106182616218321,0.005052432767768867,-3.1132207357286634,0.0009546377559005717,0.03,0.03,0.03,15.0
2024-06-03,O:VIX240618C00055000,call,55.0,2024-06-18,13.109999656677246,0.03,2.8287177429199217,0.013516802971865527,0.004605309130481868,-3.1726350338162543,0.00092013628510689,0.03,0.03,0.03,61.0
2024-06-03,O:VIX240618C00060000,call,60.0,2024-06-18,13.109999656677246,,5.0,0.1605675773274085,0.018352545545061365,-39.48240282901172,0.006481418584864006,,,,
2024-06-03,O:VIX240618C00065000,call,65.0,2024-06-18,13.109999656677246,0.01,2.7637166015624994,0.005018718998065719,0.00197519783718807,-1.298733321392011,0.00038557410924432346,0.01,0.01,0.01,36.0
2024-06-03,O:VIX240618C00070000,call,70.0,2024-06-18,13.109999656677246,,5.0,0.12626842038451114,0.015600760440518937,-33.55993938872311,0.005509593119326188,,,,
2024-06-03,O:VIX240618C00075000,call,75.0,2024-06-18,13.109999656677246,0.02,3.1753904968261715,0.008539125412210968,0.002750484868896986,-2.386978677886757,0.0006168934457691015,0.02,0.02,0.02,1000.0
2024-06-03,O:VIX240618C00080000,call,80.0,2024-06-18,13.109999656677246,,5.0,0.10098690499021312,0.013301877066487937,-28.6129853451249,0.004697715258116415,,,,
2024-06-03,O:VIX240618C00085000,call,85.0,2024-06-18,13.109999656677246,,5.0,0.09081401417036233,0.01230248117830045,-26.462581320184643,0.004344766776532173,,,,
