as_of_date,ticker,contract_type,strike_price,expiration_date,VIX_close,close,imp_vol,delta,gamma,theta,vega,open,high,low,volume
2024-06-03,O:VIX240821C00030000,call,30.0,2024-08-21,13.109999656677246,0.46,1.2938859218597412,0.14460272308971306,0.02882831156996292,-4.204931421268857,0.013875696184834531,0.43,0.47,0.43,371.0
2024-06-03,O:VIX240821C00031000,call,31.0,2024-08-21,13.109999656677246,0.44,1.3129018074035645,0.13798524165517845,0.0275227467595038,-4.131674554003958,0.013441991233002467,0.44,0.44,0.44,1.0
2024-06-03,O:VIX240821C00032000,call,32.0,2024-08-21,13.109999656677246,,5.0,0.7832373613388233,0.009626772356770346,-20.760106832396996,0.017905658365360025,,,,
2024-06-03,O:VIX240821C00033000,call,33.0,2024-08-21,13.109999656677246,,5.0,0.7793336900596934,0.009726175847813713,-20.974022120770318,0.018090547431495973,,,,
2024-06-03,O:VIX240821C00034000,call,34.0,2024-08-21,13.109999656677246,0.38,1.3579906272888187,0.11923333119677554,0.024042962663646392,-3.857605861238459,0.01214575012114139,0.38,0.38,0.38,3.0
2024-06-03,O:VIX240821C00035000,call,35.0,2024-08-21,13.109999656677246,0.37,1.3777408273696898,0.11545236366199679,0.0231635825733507,-3.8242146979068945,0.011871698151444655,0.33,0.37,0.33,3976.0
2024-06-03,O:VIX240821C00036000,call,36.0,2024-08-21,13.109999656677246,0.34,1.3787230922698974,0.1073692730395458,0.02197518579659756,-3.6324363923908782,0.011270655953666817,0.3,0.34,0.3,15.0
2024-06-03,O:VIX240821C00037000,call,37.0,2024-08-21,13.109999656677246,0.33,1.3955646438598635,0.10382003266364992,0.021188631588256325,-3.5875652016529074,0.010999994184147014,0.31,0.33,0.31,79.0
2024-06-03,O:VIX240821C00038000,call,38.0,2024-08-21,13.109999656677246,,5.0,0.7609295258770724,0.010172398900987785,-21.93419145345324,0.01892051590366657,,,,
2024-06-03,O:VIX240821C00039000,call,39.0,2024-08-21,13.109999656677246,0.3,1.4161445240020754,0.09473153530349077,0.01952770525031696,-3.403115974913106,0.010287228252966511,0.3,0.3,0.3,1.0
2024-06-03,O:VIX240821C00040000,call,40.0,2024-08-21,13.109999656677246,0.28,1.4192915863037112,0.0891286469276848,0.018624195893778058,-3.2595470660035235,0.00983306130269342,0.28,0.28,0.28,40.0
2024-06-03,O:VIX240821C00042500,call,42.5,2024-08-21,13.109999656677246,,5.0,0.7457524454696121,0.010513361627751332,-22.667747204620316,0.019554701680008942,,,,
2024-06-03,O:VIX240821C00045000,call,45.0,2024-08-21,13.109999656677246,,5.0,0.737810749262487,0.01068233846796418,-23.0312462726876,0.019868996176687408,,,,
2024-06-03,O:VIX240821C00047500,call,47.5,2024-08-21,13.109999656677246,,5.0,0.7301832726358328,0.010838651039781195,-23.36747525867463,0.020159735315979286,,,,
2024-06-03,O:VIX240821C00050000,call,50.0,2024-08-21,13.109999656677246,0.2,1.5205697731018066,0.06345921039519453,0.013419147002177265,-2.6916020611808102,0.007590508151161865,0.19,0.2,0.19,4.0
2024-06-03,O:VIX240821C00055000,call,55.0,2024-08-21,13.109999656677246,0.17,1.5565797950744629,0.05412479826553068,0.011569583148631464,-2.4305777382592364,0.0066992886108969306,0.15,0.18,0.15,60.0
2024-06-03,O:VIX240821C00060000,call,60.0,2024-08-21,13.109999656677246,0.14,1.5774648448944093,0.045155700308577074,0.009879285639279253,-2.1306943287120625,0.00579728724266865,0.14,0.14,0.14,10.0
2024-06-03,O:VIX240821C00065000,call,65.0,2024-08-21,13.109999656677246,0.12,1.6024696853637694,0.038937482176991556,0.008625896228575942,-1.9191464452156,0.005142018551603008,0.13,0.13,0.12,23.0
2024-06-03,O:VIX240821C00070000,call,70.0,2024-08-21,13.109999656677246,,5.0,0.6724428658156866,0.011839860397263613,-25.520294230973946,0.022021970345840965,,,,
2024-06-03,O:VIX240821C00075000,call,75.0,2024-08-21,13.109999656677246,,5.0,0.6616640870351358,0.011992483277159844,-25.848303938184415,0.022305846711135648,,,,
2024-06-03,O:VIX240821C00080000,call,80.0,2024-08-21,13.109999656677246,0.1,1.714123641204834,0.03155422704329158,0.006786188941679772,-1.7260528014262542,0.004327207083496872,0.1,0.1,0.1,4.0
2024-06-03,O:VIX240821C00085000,call,85.0,2024-08-21,13.109999656677246,,5.0,0.6417729764540301,0.01224687119686436,-26.3948737744509,0.022779004589362634,,,,
2024-06-03,O:VIX240821C00090000,call,90.0,2024-08-21,13.109999656677246,,5.0,0.6325556789781981,0.012352929566502153,-26.622677997768754,0.022976271634135518,,,,
2024-06-03,O:VIX240821C00095000,call,95.0,2024-08-21,13.109999656677246,,5.0,0.6237659037062201,0.01244717862225125,-26.825072811278137,0.02315157352462992,,,,
2024-06-03,O:VIX240821C00100000,call,100.0,2024-08-21,13.109999656677246,0.06,1.7586402679443358,0.01952449053943167,0.004422731994082348,-1.1833319216359068,0.0028933916486220874,0.06,0.06,0.06,20.0
2024-06-03,O:VIX240821C00110000,call,110.0,2024-08-21,13.109999656677246,,5.0,0.5996195040477946,0.012671874511407567,-27.3073656225056,0.023569504652346293,,,,
2024-06-03,O:VIX240821C00120000,call,120.0,2024-08-21,13.109999656677246,,5.0,0.5850994069312261,0.012783114888572667,-27.54595383563519,0.023776410156718303,,,,
2024-06-03,O:VIX240821C00130000,call,130.0,2024-08-21,13.109999656677246,0.04,1.8495808319091793,0.013012447368654312,0.0029698906843229015,-0.8783204371359351,0.0020433998988108825,0.04,0.04,0.04,4.0
2024-06-03,O:VIX240821C00140000,call,140.0,2024-08-21,13.109999656677246,,5.0,0.5591000373607437,0.012938071830182108,-27.877907269745073,0.02406462784328782,,,,
2024-06-03,O:VIX240821C00150000,call,150.0,2024-08-21,13.109999656677246,,5.0,0.5473734755252827,0.012989540560269935,-27.987954890292006,0.024160358942279,,,,
2024-06-03,O:VIX240821C00160000,call,160.0,2024-08-21,13.109999656677246,,5.0,0.536366271245384,0.013027493234372972,-28.06894411619168,0.024230950371197837,,,,
2024-06-03,O:VIX240821C00170000,call,170.0,2024-08-21,13.109999656677246,,5.0,0.5260010137986864,0.01305408899005922,-28.125520267443576,0.02428041809492059,,,,
2024-06-03,O:VIX240821C00180000,call,180.0,2024-08-21,13.109999656677246,,5.0,0.5162121170056532,0.01307107984119407,-28.16145242753597,0.024312020834082,,,,
2024-06-03,O:VIX240821P00010000,put,10.0,2024-08-21,13.109999656677246,,5.0,-0.09970983355334972,0.005742637426925834,-11.99982005826055,0.010681223163062388,,,,
2024-06-03,O:VIX240821P00010500,put,10.5,2024-08-21,13.109999656677246,,5.0,-0.10343265229096477,0.005898000865765248,-12.314719172635545,0.01097019692864329,,,,
2024-06-03,O:VIX240821P00011000,put,11.0,2024-08-21,13.109999656677246,0.03,0.24415944976806642,-0.046686757397810474,0.06556126378653523,-0.31018650107610723,0.00595470761243574,0.03,0.03,0.03,12.0
2024-06-03,O:VIX240821P00011500,put,11.5,2024-08-21,13.109999656677246,0.09,0.2592748853683472,-0.11154475318182389,0.12010177747295984,-0.6317241483797852,0.011583757928393027,0.1,0.1,0.09,202.0
2024-06-03,O:VIX240821P00012000,put,12.0,2024-08-21,13.109999656677246,0.19,0.2656643754959106,-0.19831913591822392,0.17190476304266397,-0.931030576407446,0.016988726264676922,0.21,0.22,0.17,4332.0
2024-06-03,O:VIX240821P00012500,put,12.5,2024-08-21,13.109999656677246,0.31,0.2546019746780396,-0.2964728921137786,0.2227024107810556,-1.0727070613487628,0.02109241334316748,0.29,0.32,0.29,110.0
2024-06-03,O:VIX240821P00013000,put,13.0,2024-08-21,13.109999656677246,0.48,0.24232843170166019,-0.41765311642348557,0.26414973477287507,-1.0947957790764353,0.0238119048278153,0.58,0.58,0.48,287.0
2024-06-03,O:VIX240821P00013500,put,13.5,2024-08-21,13.109999656677246,0.78,0.25795884113311773,-0.5446363731684225,0.2519765109278845,-1.12410042632853,0.024179652926882976,0.82,0.82,0.72,147.0
2024-06-03,O:VIX240821P00014000,put,14.0,2024-08-21,13.109999656677246,1.0,0.2112201976776123,-0.7023515256938629,0.2689287430221286,-0.6227460188284533,0.02113062068906566,1.11,1.11,0.97,2564.0
2024-06-03,O:VIX240821P00014500,put,14.5,2024-08-21,13.109999656677246,1.34,0.17721285171508788,-0.859055013301131,0.20687034293531284,-0.0542065888537796,0.013637445756508803,1.32,1.36,1.32,26.0
2024-06-03,O:VIX240821P00015000,put,15.0,2024-08-21,13.109999656677246,1.66,0.00010000000000000002,-1.0,0.0,0.5948279005713003,0.0,1.74,1.76,1.66,50505.0
2024-06-03,O:VIX240821P00016000,put,16.0,2024-08-21,13.109999656677246,2.4,0.00010000000000000002,-1.0,0.0,0.6344830939427204,0.0,2.51,2.51,2.4,6.0
2024-06-03,O:VIX240821P00017000,put,17.0,2024-08-21,13.109999656677246,,5.0,-0.14569162117564471,0.007497868118870871,-15.502954180908679,0.013945927049018425,,,,
2024-06-03,O:VIX240821P00018000,put,18.0,2024-08-21,13.109999656677246,3.95,0.00010000000000000002,-1.0,0.0,0.7137934806855604,0.0,3.95,3.95,3.88,10.0
2024-06-03,O:VIX240821P00019000,put,19.0,2024-08-21,13.109999656677246,4.7,0.00010000000000000002,-1.0,0.0,0.7534486740569805,0.0,5.0,5.0,4.7,103.0
2024-06-03,O:VIX240821P00020000,put,20.0,2024-08-21,13.109999656677246,5.6,0.00010000000000000002,-1.0,0.0,0.7931038674284006,0.0,5.6,5.6,5.6,18.0
2024-06-03,O:VIX240821P00021000,put,21.0,2024-08-21,13.109999656677246,,5.0,-0.16746000207517753,0.008218092538606706,-16.895130070684232,0.015285534128966665,,,,
2024-06-03,O:VIX240821P00022000,put,22.0,2024-08-21,13.109999656677246,,5.0,-0.1725203296036959,0.008376431339554591,-17.196368761813673,0.015580042025349987,,,,
2024-06-03,O:VIX240821P00023000,put,23.0,2024-08-21,13.109999656677246,,5.0,-0.17744580676416244,0.008527392923001396,-17.481709883610026,0.01586082840310112,,,,
2024-06-03,O:VIX240821P00024000,put,24.0,2024-08-21,13.109999656677246,,5.0,-0.1822439482875292,0.00867150956086677,-17.752301199716353,0.01612888328034841,,,,
2024-06-03,O:VIX240821P00025000,put,25.0,2024-08-21,13.109999656677246,10.35,0.00010000000000000002,-1.0,0.0,0.9913798342855006,0.0,10.16,10.35,10.16,20.0
2024-06-03,O:VIX240821P00026000,put,26.0,2024-08-21,13.109999656677246,11.2,0.00010000000000000002,-1.0,0.0,1.0310350276569207,0.0,11.4,11.4,11.2,3.0
2024-06-03,O:VIX240821P00027000,put,27.0,2024-08-21,13.109999656677246,,5.0,-0.19594019252257877,0.009067336851256477,-18.485380468747866,0.016865116357306933,,,,
2024-06-03,O:VIX240821P00028000,put,28.0,2024-08-21,13.109999656677246,,5.0,-0.20029220249322788,0.009188407646532927,-18.706316983344387,0.017090306298223935,,,,
2024-06-03,O:VIX240821P00029000,put,29.0,2024-08-21,13.109999656677246,13.9,0.00010000000000000002,-1.0,0.0,1.1500006077711806,0.0,13.9,13.9,13.9,5.0
2024-06-03,O:VIX240821P00030000,put,30.0,2024-08-21,13.109999656677246,,5.0,-0.20870631084416869,0.009416223557142925,-19.117327424793917,0.017514040621047847,,,,
2024-06-03,O:VIX240821P00031000,put,31.0,2024-08-21,13.109999656677246,,5.0,-0.21277719395534822,0.00952353043125729,-19.30861228039607,0.017713629866221513,,,,
2024-06-03,O:VIX240821P00032000,put,32.0,2024-08-21,13.109999656677246,,5.0,-0.21676263866117673,0.009626772356770346,-19.491140644511553,0.017905658365360025,,,,
2024-06-03,O:VIX240821P00033000,put,33.0,2024-08-21,13.109999656677246,,5.0,-0.22066630994030656,0.009726175847813713,-19.665400739513455,0.018090547431495973,,,,
2024-06-03,O:VIX240821P00034000,put,34.0,2024-08-21,13.109999656677246,,5.0,-0.22449162962149793,0.009821949697744393,-19.83184257533958,0.0182686854172756,,,,
2024-06-03,O:VIX240821P00035000,put,35.0,2024-08-21,13.109999656677246,,5.0,-0.22824179819619084,0.009914286774813885,-19.99088182316925,0.018440431054877537,,,,
2024-06-03,O:VIX240821P00036000,put,36.0,2024-08-21,13.109999656677246,,5.0,-0.2319198141789457,0.01000336559505933,-20.1429032083393,0.018606116381567794,,,,
2024-06-03,O:VIX240821P00037000,put,37.0,2024-08-21,13.109999656677246,,5.0,-0.23552849134497778,0.010089351704963834,-20.288263492760752,0.018766049311428085,,,,
2024-06-03,O:VIX240821P00038000,put,38.0,2024-08-21,13.109999656677246,,5.0,-0.2390704741229276,0.010172398900987785,-20.427294105339282,0.01892051590366657,,,,
2024-06-03,O:VIX240821P00039000,put,39.0,2024-08-21,13.109999656677246,,5.0,-0.24254825137887215,0.010252650308649455,-20.560303469350167,0.01906978236969228,,,,
2024-06-03,O:VIX240821P00040000,put,40.0,2024-08-21,13.109999656677246,,5.0,-0.24596416879265315,0.010330239340219932,-20.68757906791719,0.019214096854413946,,,,
2024-06-03,O:VIX240821P00042500,put,42.5,2024-08-21,13.109999656677246,,5.0,-0.25424755453038794,0.010513361627751332,-20.982401486334965,0.019554701680008942,,,,
2024-06-03,O:VIX240821P00045000,put,45.0,2024-08-21,13.109999656677246,,5.0,-0.262189250737513,0.01068233846796418,-21.246762570973697,0.019868996176687408,,,,
2024-06-03,O:VIX240821P00047500,put,47.5,2024-08-21,13.109999656677246,,5.0,-0.2698167273641672,0.010838651039781195,-21.48385357353218,0.020159735315979286,,,,
2024-06-03,O:VIX240821P00050000,put,50.0,2024-08-21,13.109999656677246,,5.0,-0.27715414886184186,0.010983571336690206,-21.696414875468896,0.020429284987509053,,,,
2024-06-03,O:VIX240821P00055000,put,55.0,2024-08-21,13.109999656677246,,5.0,-0.29104199916239204,0.011243492229345451,-22.0571192639476,0.020912734115983676,,,,
2024-06-03,O:VIX240821P00060000,put,60.0,2024-08-21,13.109999656677246,,5.0,-0.30399755422171737,0.011469323190908058,-22.344432805421913,0.021332776462078727,,,,
2024-06-03,O:VIX240821P00065000,put,65.0,2024-08-21,13.109999656677246,,5.0,-0.3161374369327248,0.011666646844564055,-22.5703798669619,0.02169979562476663,,,,
2024-06-03,O:VIX240821P00070000,put,70.0,2024-08-21,13.109999656677246,,5.0,-0.3275571341843134,0.011839860397263613,-22.744430694974543,0.022021970345840965,,,,
2024-06-03,O:VIX240821P00075000,put,75.0,2024-08-21,13.109999656677246,,5.0,-0.3383359129648642,0.011992483277159844,-22.874164435327913,0.022305846711135648,,,,
2024-06-03,O:VIX240821P00080000,put,80.0,2024-08-21,13.109999656677246,,5.0,-0.3485403656382293,0.012127371575338424,-22.965731252367622,0.022556737009063153,,,,
2024-06-03,O:VIX240821P00085000,put,85.0,2024-08-21,13.109999656677246,,5.0,-0.3582270235459699,0.01224687119686436,-23.024182337880198,0.022779004589362634,,,,
2024-06-03,O:VIX240821P00090000,put,90.0,2024-08-21,13.109999656677246,,5.0,-0.3674443210218019,0.012352929566502153,-23.05371059434095,0.022976271634135518,,,,
2024-06-03,O:VIX240821P00095000,put,95.0,2024-08-21,13.109999656677246,,5.0,-0.3762340962937799,0.01244717862225125,-23.057829440993235,0.02315157352462992,,,,
2024-06-03,O:VIX240821P00100000,put,100.0,2024-08-21,13.109999656677246,,5.0,-0.38463275568096444,0.012530997490589186,-23.039507835693193,0.023307475416292984,,,,
2024-06-03,O:VIX240821P00110000,put,110.0,2024-08-21,13.109999656677246,,5.0,-0.4003804959522054,0.012671874511407567,-22.945294351649398,0.023569504652346293,,,,
2024-06-03,O:VIX240821P00120000,put,120.0,2024-08-21,13.109999656677246,,5.0,-0.4149005930687739,0.012783114888572667,-22.787330631064783,0.023776410156718303,,,,
2024-06-03,O:VIX240821P00130000,put,130.0,2024-08-21,13.109999656677246,,5.0,-0.42836175166950485,0.012870395888419614,-22.577835668341308,0.02393875156327991,,,,
2024-06-03,O:VIX240821P00140000,put,140.0,2024-08-21,13.109999656677246,,5.0,-0.44089996263925635,0.012938071830182108,-22.32618019774627,0.02406462784328782,,,,
2024-06-03,O:VIX240821P00150000,put,150.0,2024-08-21,13.109999656677246,,5.0,-0.4526265244747173,0.012989540560269935,-22.039675884579005,0.024160358942279,,,,
2024-06-03,O:VIX240821P00160000,put,160.0,2024-08-21,13.109999656677246,,5.0,-0.46363372875461595,0.013027493234372972,-21.724113176764476,0.024230950371197837,,,,
2024-06-03,O:VIX240821P00170000,put,170.0,2024-08-21,13.109999656677246,,5.0,-0.47399898620131364,0.01305408899005922,-21.384137394302172,0.02428041809492059,,,,
2024-06-03,O:VIX240821P00180000,put,180.0,2024-08-21,13.109999656677246,,5.0,-0.48378788299434683,0.01307107984119407,-21.023517620680366,0.024312020834082,,,,
2024-06-03,O:VIX240918C00010000,call,10.0,2024-09-18,13.109999656677246,5.73,1.6354375471115112,0.7769086665283426,0.02571051176993736,-6.087755243236839,0.021185609331930127,5.2,5.73,5.2,74.0
2024-06-03,O:VIX240918C00010500,call,10.5,2024-09-18,13.109999656677246,,5.0,0.9250550867478375,0.0039862540779955205,-8.606634704101907,0.010042255223138808,,,,
2024-06-03,O:VIX240918C00011000,call,11.0,2024-09-18,13.109999656677246,4.53,1.3005042892456053,0.7316907184559807,0.035705407599300555,-5.3920873651087,0.02339602398612458,4.53,4.53,4.53,1.0
2024-06-03,O:VIX240918C00011500,call,11.5,2024-09-18,13.109999656677246,4.35,1.3185855926513672,0.7112089138590638,0.03650087441389693,-5.652709060346983,0.024249783664795025,4.35,4.35,4.35,2.0
2024-06-03,O:VIX240918C00012000,call,12.0,2024-09-18,13.109999656677246,3.86,1.2073512451171875,0.6844301672514609,0.04148316150191354,-5.401057600809593,0.02523490972795737,3.67,3.86,3.67,24.0
2024-06-03,O:VIX240918C00012500,call,12.5,2024-09-18,13.109999656677246,3.42,1.1178697736740113,0.6556875814479182,0.04639825267182441,-5.1896815684280835,0.02613299063369017,3.35,3.5,3.25,28.0
2024-06-03,O:VIX240918C00013000,call,13.0,2024-09-18,13.109999656677246,3.25,1.12937562417984,0.6325810078057411,0.04699085284211238,-5.3524165819533085,0.026739175453338166,3.0,3.25,3.0,35.0
2024-06-03,O:VIX240918C00013500,call,13.5,2024-09-18,13.109999656677246,2.96,1.092040021419525,0.6048368172420734,0.04967890037962361,-5.290026830137153,0.02733422739636372,2.66,3.0,2.66,16.0
2024-06-03,O:VIX240918C00014000,call,14.0,2024-09-18,13.109999656677246,2.66,1.048229099559784,0.5748377974068674,0.05267120262754682,-5.168532251947037,0.027817988311706423,2.6,2.69,2.6,311.0
2024-06-03,O:VIX240918C00014500,call,14.5,2024-09-18,13.109999656677246,2.55,1.0690616983413697,0.553920135426171,0.05209164227038861,-5.304692611289387,0.028058670787962158,2.38,2.55,2.34,104.0
2024-06-03,O:VIX240918C00015000,call,15.0,2024-09-18,13.109999656677246,2.4,1.071636567497253,0.5311694332081908,0.0522860895644755,-5.342626592346757,0.02823124045047998,2.12,2.4,2.1,380.0
2024-06-03,O:VIX240918C00016000,call,16.0,2024-09-18,13.109999656677246,1.93,1.0062396592140197,0.47140997619710096,0.055711308417820946,-5.0175493700896325,0.028244966400217956,1.85,2.04,1.85,1511.0
2024-06-03,O:VIX240918C00017000,call,17.0,2024-09-18,13.109999656677246,1.74,1.026948282814026,0.43320801305353607,0.05395964334096563,-5.047942695848672,0.027919903786260348,1.61,1.77,1.61,20599.0
2024-06-03,O:VIX240918C00018000,call,18.0,2024-09-18,13.109999656677246,1.56,1.0402613100051883,0.3972850970490569,0.05222726936475664,-5.002818298882956,0.027373859889251242,1.51,1.56,1.45,69.0
2024-06-03,O:VIX240918C00019000,call,19.0,2024-09-18,13.109999656677246,1.36,1.0362845676422119,0.35946098307662955,0.05083423104264519,-4.825363449160183,0.026541872769680737,1.33,1.41,1.33,19.0
2024-06-03,O:VIX240918C00020000,call,20.0,2024-09-18,13.109999656677246,1.23,1.0498884596824645,0.3306376803724491,0.04863302217765508,-4.7309183673530555,0.025725906946945983,1.17,1.27,1.16,256.0
2024-06-03,O:VIX240918C00021000,call,21.0,2024-09-18,13.109999656677246,1.05,1.035760057258606,0.29500099326153906,0.04693058706460195,-4.439327287286773,0.0244912764091556,1.05,1.05,1.05,8.0
2024-06-03,O:VIX240918C00022000,call,22.0,2024-09-18,13.109999656677246,1.03,1.0802528426170348,0.28346347534487903,0.04416156573183196,-4.536091152663992,0.024036219115324654,0.99,1.03,0.95,3854.0
2024-06-03,O:VIX240918C00023000,call,23.0,2024-09-18,13.109999656677246,,5.0,0.8749847759840621,0.005800656154533233,-12.516463473296216,0.014613135145360666,,,,
2024-06-03,O:VIX240918C00024000,call,24.0,2024-09-18,13.109999656677246,0.88,1.1098781427383424,0.2462717237043805,0.04001453988788128,-4.3298259818521485,0.022376357916158152,0.86,0.9,0.85,23.0
2024-06-03,O:VIX240918C00025000,call,25.0,2024-09-18,13.109999656677246,0.8,1.1155619279861453,0.22744464978126783,0.03810697241974202,-4.162642884304106,0.021418763905222703,0.78,0.82,0.76,54.0
2024-06-03,O:VIX240918C00026000,call,26.0,2024-09-18,13.109999656677246,0.8,1.1551672302246092,0.22264226887184546,0.03635810727549632,-4.254084210454633,0.02116130276540438,0.8,0.8,0.8,28.0
2024-06-03,O:VIX240918C00027000,call,27.0,2024-09-18,13.109999656677246,0.73,1.1586576084136961,0.20631527707843833,0.03467813375295068,-4.07974078462795,0.020244502517117388,0.68,0.73,0.68,140.0
2024-06-03,O:VIX240918C00028000,call,28.0,2024-09-18,13.109999656677246,,5.0,0.8593966865620883,0.006289699169993283,-13.569912474492877,0.015845142609072757,,,,
2024-06-03,O:VIX240918C00029000,call,29.0,2024-09-18,13.109999656677246,0.63,1.1754991600036622,0.18121128689303484,0.031580575562645576,-3.8199030320044334,0.018704178473536094,0.61,0.63,0.61,16.0
2024-06-03,O:VIX240918C00030000,call,30.0,2024-09-18,13.109999656677246,0.6,1.190576449394226,0.17266023867727992,0.030242513864407856,-3.7504430300264975,0.01814142718005353,0.57,0.61,0.57,86.0
2024-06-03,O:VIX240918C00031000,call,31.0,2024-09-18,13.109999656677246,0.56,1.197881448554993,0.1624192310317183,0.028897018570743296,-3.626102770954924,0.01744066940777405,0.56,0.56,0.56,3.0
2024-06-03,O:VIX240918C00032000,call,32.0,2024-09-18,13.109999656677246,0.5,1.1906908880233764,0.14832100291290456,0.02738039655247712,-3.393680712789151,0.016426121760117526,0.5,0.5,0.5,3839.0
2024-06-03,O:VIX240918C00033000,call,33.0,2024-09-18,13.109999656677246,,5.0,0.845404467855156,0.006702454295324345,-14.458907486396908,0.016884964013361536,,,,
2024-06-03,O:VIX240918C00034000,call,34.0,2024-09-18,13.109999656677246,0.5,1.2434947788238526,0.1442528057676778,0.02573260901490062,-3.475024490075667,0.01612219097525774,0.44,0.5,0.44,3.0
2024-06-03,O:VIX240918C00035000,call,35.0,2024-09-18,13.109999656677246,0.47,1.2493692951202393,0.1365187997069971,0.02467093285889218,-3.362139407155783,0.015530043550864858,0.47,0.47,0.47,783.0
2024-06-03,O:VIX240918C00036000,call,36.0,2024-09-18,13.109999656677246,,5.0,0.8376338781404071,0.006921567017615997,-14.930788253850544,0.01743695739783641,,,,
2024-06-03,O:VIX240918C00037000,call,37.0,2024-09-18,13.109999656677246,,5.0,0.8351352590667838,0.006990540140639626,-15.079321990015691,0.01761071594192011,,,,
2024-06-03,O:VIX240918C00038000,call,38.0,2024-09-18,13.109999656677246,,5.0,0.8326794906186894,0.007057639461843257,-15.223817404827354,0.01777975396499692,,,,
2024-06-03,O:VIX240918C00039000,call,39.0,2024-09-18,13.109999656677246,,5.0,0.8302649699444073,0.007122950320631286,-15.364458505699266,0.017944286455891623,,,,
2024-06-03,O:VIX240918C00040000,call,40.0,2024-09-18,13.109999656677246,0.37,1.2899091794967652,0.10911716136922212,0.020418307591841423,-2.9619539719923407,0.01327012913762477,0.37,0.37,0.37,2.0
2024-06-03,O:VIX240918C00042500,call,42.5,2024-09-18,13.109999656677246,,5.0,0.8221179603459545,0.007338559037113115,-15.828731802433609,0.0184874524751366,,,,
2024-06-03,O:VIX240918C00045000,call,45.0,2024-09-18,13.109999656677246,,5.0,0.8165652886902156,0.0074813811905659125,-16.13625489694516,0.01884725305192585,,,,
2024-06-03,O:VIX240918C00047500,call,47.5,2024-09-18,13.109999656677246,,5.0,0.8112146115592804,0.007615911352217319,-16.4259104708244,0.019186164268341063,,,,
2024-06-03,O:VIX240918C00050000,call,50.0,2024-09-18,13.109999656677246,,5.0,0.8060505129306772,0.007742919504011462,-16.699358409004425,0.019506125879111567,,,,
2024-06-03,O:VIX240918C00055000,call,55.0,2024-09-18,13.109999656677246,0.22,1.3945156230926516,0.06601602019493819,0.012964365270913297,-2.1923920626703155,0.009109004503145618,0.22,0.22,0.22,4.0
2024-06-03,O:VIX240918C00060000,call,60.0,2024-09-18,13.109999656677246,0.19,1.4205122650146487,0.057310539878418776,0.011396395125309202,-1.9986621107616915,0.008156592393738749,0.18,0.19,0.18,4.0
2024-06-03,O:VIX240918C00065000,call,65.0,2024-09-18,13.109999656677246,,5.0,0.7783162984379635,0.008379279581939838,-18.069252094356386,0.021109257589066868,,,,
2024-06-03,O:VIX240918C00070000,call,70.0,2024-09-18,13.109999656677246,,5.0,0.7700903840049701,0.008553756080168607,-18.444789741379086,0.02154880245785102,,,,
2024-06-03,O:VIX240918C00075000,call,75.0,2024-09-18,13.109999656677246,,5.0,0.762281060484558,0.008713582566459287,-18.788771130377985,0.0219514407080339,,,,
2024-06-03,O:VIX240918C00080000,call,80.0,2024-09-18,13.109999656677246,,5.0,0.7548461317705231,0.008860581418840158,-19.105123248687946,0.02232176331272335,,,,
2024-06-03,O:VIX240918C00085000,call,85.0,2024-09-18,13.109999656677246,0.11,1.5280464302062988,0.033509259674206204,0.006873670842265208,-1.3924041386248203,0.005292020962632027,0.11,0.11,0.11,188.0
2024-06-03,O:VIX240918C00090000,call,90.0,2024-09-18,13.109999656677246,,5.0,0.7409612221568076,0.009121903121595245,-19.667451909417338,0.022980090449695862,,,,
2024-06-03,O:VIX240918C00095000,call,95.0,2024-09-18,13.109999656677246,0.1,1.5767591400146486,0.030102920526722532,0.006096724071202632,-1.314360308798619,0.004843487362771082,0.1,0.1,0.1,15.0
2024-06-03,O:VIX240918C00100000,call,100.0,2024-09-18,13.109999656677246,,5.0,0.7282047893779023,0.009347182463773815,-20.1521608813393,0.023547618912857848,,,,
2024-06-03,O:VIX240918C00110000,call,110.0,2024-09-18,13.109999656677246,,5.0,0.7164020097916108,0.00954330078534616,-20.57407519057966,0.024041684318782366,,,,
2024-06-03,O:VIX240918C00120000,call,120.0,2024-09-18,13.109999656677246,,5.0,0.705416965146475,0.0097154128253284,-20.944299153350293,0.02447527259455676,,,,
2024-06-03,O:VIX240918C00130000,call,130.0,2024-09-18,13.109999656677246,,5.0,0.6951416750641595,0.009867474518950743,-21.27135396676186,0.02485834961552431,,,,
2024-06-03,O:VIX240918C00140000,call,140.0,2024-09-18,13.109999656677246,,5.0,0.6854887889053475,0.01000258383644826,-21.56191227355992,0.02519871985354397,,,,
2024-06-03,O:VIX240918C00150000,call,150.0,2024-09-18,13.109999656677246,,5.0,0.676386550491322,0.010123208892321598,-21.82128973736662,0.02550260103464384,,,,
2024-06-03,O:VIX240918C00160000,call,160.0,2024-09-18,13.109999656677246,,5.0,0.6677752296298138,0.01023134527378156,-22.053784061312445,0.025775020484152103,,,,
2024-06-03,O:VIX240918C00170000,call,170.0,2024-09-18,13.109999656677246,,5.0,0.6596045314458344,0.01032862737904164,-22.262914889414027,0.026020095612468368,,,,
2024-06-03,O:VIX240918C00180000,call,180.0,2024-09-18,13.109999656677246,,5.0,0.6518316759264815,0.01041640898280437,-22.45159739121094,0.026241236877333516,,,,
